Site,Date,Lat,Lon,Temp1,Temp7,Temp30,MaxT1,MaxT7,MaxT30,MinT1,MinT7,MinT30
ELISON,31/01/2021,37.444918,22.204933,8.83,6.7,7.26,12.09,12.2,20.37,5.83,-0.5,-1.96
EN_TRICH,20/04/2021,38.54974152,21.42324274,11.47,13.2,11.77,13.86,21.18,21.18,8.88,7.53,5.11
EN_TRICH,21/10/2021,38.54974152,21.42324274,16.39,15.66,18.8,19.39,20.2,28.04,13.39,11.37,11.37
ENIPEA,26/08/2020,39.563521,22.087928,26.81,26.43,26.12,32.52,33.45,37.47,22.05,18.31,17.04
EPITALION,12/5/2020,37.64135264,21.47642386,21.7,17.38,15.81,28.2,28.2,28.2,13.03,9.6,7.94
EPITALION,17/04/2021,37.64135264,21.47642386,14.6,12.49,11.98,20.03,20.03,20.77,7.7,5.45,4.21
EPITALION,5/6/2021,37.64135264,21.47642386,21.06,19.85,19.65,27.21,27.21,31.65,14.68,14.21,12.54
ERATEINI,28/01/2021,38.357612,22.222515,3.22,7.09,7.36,5.38,11.46,19.65,0.12,0.12,-9.26
ERYTHRO_UP,22/05/2018,41.437897,26.200564,19.32,20.54,18.96,24.53,27.43,27.43,13.27,12.16,6.23
ERYTHRO_UP,22/05/2019,41.437897,26.200564,20.1,19.45,16.54,25.86,27.26,27.26,13.85,11.75,5.44
ERYTHRO_UP,14/05/2021,41.437897,26.200564,17.46,15.62,14.46,23.89,25.35,27.41,11.38,4.97,2.98
EVERGETOYLAS,3/3/2018,39.129404,26.409341,11.94,9.02,10.42,14.77,14.77,15.07,6.18,3.36,3.36
EVINOS,27/04/2018,38.37686514,21.55266455,17.91,17.23,15.72,22.26,23.36,26.66,12.73,11.6,5.84
EVINOS,17/04/2019,38.37686514,21.55266455,12.24,12.23,12.19,16.32,16.32,19.2,7.23,7.23,5.57
EVINOS,19/04/2021,38.37686514,21.55266455,14.48,13.36,11.73,17.45,20.66,21.13,11.59,7.58,4.19
EVINOS,27/08/2018,38.37686514,21.55266455,23.75,25.48,25.87,26.64,31.28,32.28,21.21,19.95,19.95
EVINOS,23/07/2019,38.37686514,21.55266455,26.71,24.27,25.63,31.33,31.33,33.7,21.44,18.94,18.77
EVINOS,4/7/2020,38.37686514,21.55266455,27.8,26.53,22.15,31.96,32.22,32.22,24.39,20.56,14.03
EVINOS,5/7/2021,38.37686514,21.55266455,24.7,26.52,23.91,28.21,35.23,35.23,20.85,20.75,15.64
EVINOS_DW,19/04/2021,38.4343473,21.63582643,14.48,13.36,11.73,17.45,20.66,21.13,11.59,7.58,4.19
EVINOS_DW,5/7/2021,38.4343473,21.63582643,24.7,26.52,23.91,28.21,35.23,35.23,20.85,20.75,15.64
EVROS_MD,20/02/2018,41.57141212,26.58694203,5.57,5.3,4.99,8.3,11.9,14.69,3.49,-1.27,-4.2
EXAPLATANOS,14/05/2021,40.9789342,22.1205747,18.91,17.05,15.36,25.13,25.13,29.84,13.91,9.41,1.31
EXAPLATANOS,26/02/2021,40.9789342,22.1205747,10.97,7.01,4.59,16.18,16.18,17.45,5.15,-2.88,-14.17
FARI,26/05/2021,40.89942574,22.94914073,23.87,20.98,19.22,29.14,33.53,33.53,19.53,11.08,7.61
FARAI,8/3/2018,38.09518584,21.72800665,12.77,11.98,9.43,16.38,19.38,19.38,9.92,2.28,1.15
FARAI,6/2/2019,38.09518584,21.72800665,12.34,10.11,7.33,15.33,19.38,19.38,9.82,3.91,-2.67
FARAI,25/01/2021,38.09518584,21.72800665,9.92,6.85,9.54,13.21,13.21,22.22,5.92,-0.67,-0.92
FERRES,24/05/2018,40.899733,26.198855,21.19,21.4,19.82,26.88,28.14,28.55,15.78,14.83,10.65
FERRES,19/09/2018,40.899733,26.198855,21.13,22.5,25.38,26.32,30.22,35.74,17.26,16.02,16.02
FIGALIA,15/04/2021,37.39259389,21.84666546,11.62,10.05,9.68,16.44,17.75,19.21,7.57,2.47,1.45
FIGALIA,15/06/2021,37.39259389,21.84666546,19.25,19.74,19.12,23.28,26.35,30.9,15.02,14.97,10.59
FILIATRINO_EKV,12/4/2021,37.181212,21.580447,11.84,12.38,11.65,15.83,18.69,19.96,6.96,5.9,4.55
FILIATRINO_EKV,30/01/2021,37.181212,21.580447,10.13,10.31,11.26,11.89,14.51,20.38,7.46,5.15,3.14
FILIPP,12/9/2019,40.998714,24.165827,23.31,23.22,25.02,27.01,27.84,32.96,18.37,18.37,17.58
FILIUR_DW,21/09/2018,41.00134,25.38836,21.77,22.87,25.23,27.36,29.77,34.9,16.02,16.02,16.02
FILIUR_DW,23/09/2019,41.00134,25.38836,18.33,21.27,24.97,23.25,28.63,35.65,12.82,12.82,12.82
FINIKOUNDAS,11/4/2021,36.809132,21.794349,11.9,14.14,12.82,14.1,18.88,19.01,9.72,9.25,6.99
FINIKOUNDAS,25/01/2020,36.809132,21.794349,10.87,10.95,10.47,12.64,14.36,14.36,9.6,7.04,4.98
FINIKOUNDAS,30/01/2021,36.809132,21.794349,12.08,11.75,12.82,13.91,15.55,19.85,9.31,6.12,5.11
FLABURO,30/05/2021,40.963252,23.59421,20.45,22.99,20.75,26.39,31.83,31.83,12.92,12.92,12.18
FOINIKAS,19/04/2021,38.294074,21.996884,14.41,12.38,10.83,18.37,18.6,21.67,10.32,5.56,1.73
FOINIKAS,8/7/2021,38.294074,21.996884,29.28,26.84,25.15,33.86,36.3,37.13,24.15,20.07,13.46
FOINIKAS,27/01/2021,38.294074,21.996884,9.89,8.87,9.2,12.11,13.14,21.59,6.91,2.52,-2.77
FONIAS_DW,10/6/2018,40.48972,25.65445,22.34,21.96,20.52,24.23,25.71,25.71,19.57,17.63,14.86
FONIAS_DW,14/05/2019,40.48972,25.65445,17.69,15.24,14.11,20.05,20.05,20.05,15.55,10.56,7.79
FONIAS_DW,18/05/2021,40.48972,25.65445,17.51,16.32,15.12,18.68,18.87,20.75,15.68,12.3,9.51
FONIAS_DW,24/09/2018,40.48972,25.65445,23.06,22.21,23.93,24.73,25.77,29.42,21.32,18.46,18.46
FONIAS_DW,27/09/2019,40.48972,25.65445,20.87,19.32,22.58,22.08,22.77,28.96,19.74,15.55,15.55
FONIAS_DW,10/9/2020,40.48972,25.65445,25,24.57,24.84,28.45,28.45,29.12,22.57,20.86,20.86
FONIAS_DW,8/9/2021,40.48972,25.65445,20.19,22.17,24.8,23.84,26.77,29.7,17.89,17.89,17.89
FONIAS_RD,16/05/2018,36.13742326,27.92830285,20.82,20.16,19.73,24.3,24.3,27.37,17.88,17.22,15.15
FONISSA,15/05/2019,39.77298611,19.71891389,15.49,15.43,15.25,16.7,17.75,20.24,14.2,12.78,11.24
FURNIOTIKO_DW,13/05/2018,37.784202,26.73257,18.46,18.77,18.33,20.41,20.88,23.2,16.15,16.15,12.22
FURNIOTIKO_DW,27/02/2018,37.784202,26.73257,11.91,11.97,12.39,12.81,14.12,16.07,11.06,9.18,8.02
G_PAPADIAS,5/5/2018,39.03161017,21.73736118,14.76,16.1,14.92,19.41,23.32,24.36,11.07,9.95,5.86
G_PAPADIAS,30/08/2018,39.03161017,21.73736118,21.27,20.52,21.47,25.84,26.15,28.09,15.66,14.6,14.6
GADOYRAS_UP,16/05/2018,36.19970833,27.97731944,20.89,20.22,19.75,24.3,24.3,26.85,18.08,17.07,15.14
GALLIKOS_DW,19/09/2019,40.649201,22.829766,25.35,24.6,26.4,31.77,31.77,35.54,19.49,17.52,17.52
GALLIKOS_DW,3/9/2020,40.649201,22.829766,27.55,27.59,26.42,32.9,34.25,34.25,21.48,21.48,20.27
GEF_BALDUMA,7/5/2018,39.69587102,20.9967099,14.05,15.13,14.75,18.56,22.75,23.88,11.33,9.32,4.17
GEF_BALDUMA,11/5/2019,39.69587102,20.9967099,10.94,9.61,10.15,14.61,15.55,23.35,7.14,2.29,1.44
GEF_BALDUMA,30/05/2020,39.69587102,20.9967099,11.31,13.27,15.75,16.45,21.82,31.64,7.09,5.74,5.74
GEF_BALDUMA,23/04/2021,39.69587102,20.9967099,7.78,7.13,7.36,13.2,14.23,16.57,2.36,0.64,-2.86
GEF_BALDUMA,7/9/2018,39.69587102,20.9967099,19.38,21.54,21.35,24.88,28.51,28.51,14.29,13.96,13.1
GEF_BALDUMA,3/9/2019,39.69587102,20.9967099,21.01,22.89,24.04,26.56,29.61,33.9,18,16.72,15.97
GEF_BALDUMA,7/7/2020,39.69587102,20.9967099,19.49,23.35,19.28,24.17,30.71,30.71,16.01,16.01,9.95
GEF_BALDUMA,7/7/2021,39.69587102,20.9967099,24.93,24.27,22,30.55,34.2,34.64,17.73,17.04,8.37
GEF_KALOGIROU,5/6/2020,39.1780525,20.88530543,17.54,16.18,18.54,22.79,22.79,34,11.92,9.7,8.84
GEF_KALOGIROU,6/7/2018,39.1780525,20.88530543,26.07,23.26,22.41,32.5,32.5,34.69,18.22,15.45,15.14
GEF_KALOGIROU,24/08/2021,39.1780525,20.88530543,27.13,27.07,28.57,33.47,34.11,39.07,20.88,20.15,19.09
GEF_PLAKAS,10/5/2019,39.45841,21.031406,9.39,9.53,10,14.25,16.01,23.42,5.6,1.82,1.06
GEF_PLAKAS,23/07/2019,39.45841,21.031406,23.82,20.44,22.2,29.84,29.84,32.54,16.02,13.13,13.13
GEF_PLAKAS,21/02/2019,39.45841,21.031406,5.5,3.36,3.42,11.17,12.46,13.17,0.81,-3.69,-5.95
GLAFKOS,29/04/2018,38.2070893,21.75923614,19,16.47,14.46,25.12,25.4,25.4,11.91,7.79,4.12
GLAFKOS,12/5/2019,38.2070893,21.75923614,15.29,12.27,12.06,20.2,20.2,23.81,10.61,7.23,3.62
GLAFKOS,13/04/2021,38.2070893,21.75923614,10.84,9.04,8.26,17.18,17.18,20.23,4.29,1.09,0.02
GORGO_DW,8/5/2021,38.84119514,22.40643154,20.68,20.29,13.96,26.92,29.24,29.24,13.7,11.67,1.92
GORGO_DW,28/08/2021,38.84119514,22.40643154,26.05,25.27,28.1,32.27,33.61,40.75,20.78,19.08,19.08
GORGOPIS,26/05/2021,40.97729444,22.41829167,20.93,17.72,16.23,25.67,30.15,30.15,17.08,9.05,6.19
GORGOPIS,31/08/2021,40.97729444,22.41829167,20.83,22.45,25.04,26.63,28.98,37.87,14.5,14.5,14.5
GORGOPIS,29/01/2021,40.97729444,22.41829167,-1.55,2.73,2.95,2.85,10.79,12.73,-5.13,-5.13,-12.84
GURIOTISA,28/08/2018,38.63088597,21.24546233,23.1,25.79,26.88,26.32,32.51,33.93,20.87,20.87,20.72
GURIOTISA,23/07/2019,38.63088597,21.24546233,27.87,25.22,26.84,33.38,33.38,35.8,22.52,20.17,19.74
IARDANOS,21/04/2021,37.703615,21.32828,12.86,14.46,12.73,15.51,23.77,23.77,10.62,8.97,5.13
KALENJI,11/5/2021,39.296009,21.9445,16.03,18.32,14.97,21.12,28.06,29.93,10.86,10.86,0.88
KALIPEFKI,14/07/2021,39.991638,22.444563,21.12,20.63,19.7,24.42,24.8,29.22,17.03,16.14,8.23
KALONERO,16/04/2019,37.29341704,21.69700037,11.32,12.67,12.21,14.31,18.63,19.39,8.99,8.99,4.39
KALONERO,17/05/2020,37.29341704,21.69700037,27.26,22.42,16.97,36.22,36.22,36.22,19.65,10.66,7.49
KALONERO,16/04/2021,37.29341704,21.69700037,11.79,11.81,11.37,16.36,18.52,20.11,6.74,4.5,3.61
KALONERO,26/08/2018,37.29341704,21.69700037,24.38,26.11,26.12,28.29,33.07,34.18,21.18,20.86,20.04
KALONERO,20/07/2019,37.29341704,21.69700037,23.69,23.47,25.79,27.67,28.87,35.24,19.56,18.19,18.19
KALONERO,4/7/2020,37.29341704,21.69700037,27.8,26.11,22.3,33.67,34.07,34.07,21.69,19.1,12.69
KALONERO,5/7/2021,37.29341704,21.69700037,24.8,27.34,24.24,29.97,38.27,38.27,19.45,19.45,14.92
KALONERO,3/3/2018,37.29341704,21.69700037,12.14,9.97,10.02,15.75,15.75,17.11,8.88,4.67,3.28
KALONERO,3/2/2021,37.29341704,21.69700037,11.11,9.73,10.34,13.82,16.34,20.72,9.46,4.31,2.15
KAMINIA,30/05/2018,35.31662457,24.37255055,19.54,20.39,20.74,21.72,28.68,29.63,17.6,16.71,13.23
KARABALI,11/5/2021,39.318821,21.903484,16.03,18.32,14.97,21.12,28.06,29.93,10.86,10.86,0.88
KARVASARAS,10/5/2021,39.090055,21.602497,13.32,15.98,11.96,17.03,23.32,25.78,8.58,8.58,-1.11
KARVASARAS,30/08/2021,39.090055,21.602497,20.31,21.9,24.45,25.65,29.28,36.02,15.66,15.64,15.64
KARVASARAS,24/02/2021,39.090055,21.602497,8.05,2.33,3.73,14.57,14.57,15.11,2.43,-9.97,-11.14
KARYAI_(Evrotas),13/04/2019,37.28956814,22.51007956,9.64,8.75,7.56,14.67,15.55,17.35,6.04,4.31,-0.92
KASTRI_(Kalamas),22/04/2021,39.56300622,20.28029437,10.69,11.22,10.56,14.13,16.5,18.05,6.17,4.3,1.23
KATOXI,28/04/2018,38.41090008,21.26909257,20.05,17.92,16.52,24.93,24.93,26.56,13.71,12.99,8.24
KATOXI,7/4/2019,38.41090008,21.26909257,14.21,13.94,12.86,16.72,18.93,18.93,12.51,7.64,7.08
KATOXI,20/04/2021,38.41090008,21.26909257,12.38,13.88,12.66,14.38,20.94,20.94,10.74,8.47,6.35
KATOXI,5/7/2018,38.41090008,21.26909257,24,22.57,23.03,27.27,27.27,32.5,20.25,17.4,17.4
KATOXI,22/06/2019,38.41090008,21.26909257,24.71,25.15,21.7,27.58,29.96,30.08,22.06,20.44,14.39
KATOXI,19/07/2020,38.41090008,21.26909257,24.13,24.72,24.42,26.75,29.65,29.65,20.97,20.85,17.88
KATOXI,22/08/2021,38.41090008,21.26909257,27.25,27.04,27.91,29.94,31.13,34.45,25.46,21.91,21.91
KERASOUNTA,24/01/2020,39.14932,20.85898,5.11,6.28,6.13,12.45,14.21,15.39,-0.14,-0.51,-0.97
KESTRINI,14/05/2019,39.555076,20.20744,14.87,14.43,14.31,17.97,20.53,23.29,12.94,7.47,5.54
KIFISSOS_UP,13/05/2021,38.6508724,22.51367588,17.56,16.96,14.83,23.68,26.18,28.53,11.78,8.2,3.96
KIREFS_EKV,28/05/2021,38.827694,23.465234,19.83,19.91,19.21,22.88,26.46,29.73,16.62,12.86,11.82
KIREFS_EKV,3/2/2020,38.827694,23.465234,10.67,10.28,8.33,15.83,15.83,15.83,6.71,5,3.11
KIREFS_EKV,10/3/2021,38.827694,23.465234,11.65,11.02,9.62,14.14,17.76,17.76,9.26,6.31,0.64
KLEISOURAIKO,11/4/2021,36.853984,21.920939,10.81,13.35,11.87,13.79,18.49,19.43,7.42,7.42,5.27
KLEISOURAIKO,31/01/2021,36.853984,21.920939,13.33,10.78,11.71,15.43,15.43,19.83,10.89,5.25,4.07
KOBOTI,10/5/2018,39.09993197,21.08209839,16.92,17.11,17.69,21.22,25.36,27.86,13.1,11.37,7.55
KOBOTI,9/5/2019,39.09993197,21.08209839,12.29,12.72,12.95,16.52,18.66,25.57,6.17,6.17,2.41
KOBOTI,5/6/2020,39.09993197,21.08209839,17.42,15.79,18.44,22.47,22.47,34.23,11.61,9.42,8.1
KOBOTI,21/04/2021,39.09993197,21.08209839,10.35,11.66,10.29,13.83,19.35,20.01,6.68,4.32,0.4
KOBOTI,23/07/2019,39.09993197,21.08209839,26.33,23.53,24.97,32.99,32.99,35.47,19.01,16.38,16.38
KOBOTI,5/7/2020,39.09993197,21.08209839,26.93,26.07,21.56,32.07,32.99,32.99,21.26,18.12,11.92
KOSSYNTHOS_DW,25/02/2018,41.10225092,25.03169941,5.27,5.75,6.42,8.59,9.01,13.82,2.24,2.24,-3.16
KOSSYNTHOS_DW,12/2/2021,41.10225092,25.03169941,11.15,10.73,7.12,15.17,15.17,15.17,7.58,4.4,-5.25
KOTYXI,18/04/2021,38.02430596,21.31453008,17.95,14.11,13.01,24.76,24.76,24.76,12.39,6.64,4.73
KRATHIS,30/04/2018,38.16473374,22.32279993,16.34,16.25,13.48,20.24,22.53,22.53,12.58,8.73,3.47
KRATHIS,13/05/2019,38.16473374,22.32279993,14.4,11.84,11.06,19.54,19.54,20.98,9.12,5.33,3.64
KRATHIS,18/05/2020,38.16473374,22.32279993,25.68,22.14,14.8,30.88,32.02,32.02,21.15,10.93,4.44
KRATHIS,14/04/2021,38.16473374,22.32279993,10.15,7.97,7.02,14.95,15.95,17.81,5.32,1.81,-0.29
KRATHIS,1/7/2019,38.16473374,22.32279993,19.22,21.82,20.65,22.38,29.49,30.7,15.64,15.64,10.47
KRIKELI,1/5/2018,38.79323836,21.86588844,14.14,15.41,12.75,18.48,22.47,22.47,9.42,7.75,2.46
KRIKELI,30/08/2018,38.79323836,21.86588844,19.49,18.84,19.67,23.99,24.22,26.38,14.25,14.13,13.73
KRIOS,29/04/2018,38.13978917,22.3585037,17.82,16.4,13.8,21.25,22.66,22.66,14.2,6.96,4.66
KRIOS,18/05/2020,38.13978917,22.3585037,25.59,22.29,15.2,30.35,31.68,31.68,20.75,11.93,4.06
KRIOS,23/04/2021,38.13978917,22.3585037,11.38,10.48,8.83,16.4,17.2,17.89,4.82,4.82,0.48
KRIOS,23/07/2019,38.13978917,22.3585037,22.17,20.15,22.29,26.08,26.08,32.4,17.41,14.87,14.87
KRIOS,7/7/2020,38.13978917,22.3585037,20.65,24.35,20.87,23.42,30.08,30.08,18.66,18.66,13.92
KRYA_UP,3/6/2019,38.11422243,23.78176911,20.43,21.45,18.32,25.14,29.22,29.22,15.38,13.81,7.81
KRYA_UP,14/05/2021,38.11422243,23.78176911,19.28,18.47,16.91,25.93,27.68,30.6,11.84,9.51,5.84
KRYA_UP,7/3/2018,38.11422243,23.78176911,12.51,10.96,9.01,17.17,18.31,18.31,7.48,1.43,1.43
KRYA_UP,21/02/2019,38.11422243,23.78176911,8.66,6.19,7.66,15.03,15.03,16.42,1,0.29,-0.22
KRYA_UP,4/2/2020,38.11422243,23.78176911,9.78,8.83,6.47,15.92,15.92,15.92,4.6,2.04,-1.24
KRYA_UP,31/01/2021,38.11422243,23.78176911,10.58,7.78,8.1,15.01,15.01,19.68,7.16,-0.66,-2.5
LADON_FRAGMA,16/04/2019,37.76280431,21.95819404,8.21,9.04,8.6,12.42,14.71,17.13,5.84,4.36,0.09
LADON_FRAGMA,13/05/2020,37.76280431,21.95819404,19.05,15.27,12.96,24.44,26.79,26.79,12.85,5.27,2.74
LADON_FRAGMA,16/04/2021,37.76280431,21.95819404,8.71,8.27,7.72,14.71,17.07,18.34,2.05,-0.94,-0.99
LADON_FRAGMA,26/08/2018,37.76280431,21.95819404,21.54,22.29,22.06,25.67,28.69,29.86,18.32,15.41,14.31
LADON_FRAGMA,21/07/2019,37.76280431,21.95819404,21.49,20.13,22.77,27.2,27.2,33.19,14.78,14.22,14.22
LADON_FRAGMA,3/7/2020,37.76280431,21.95819404,26.59,24.34,19.72,32.55,32.87,32.87,19.56,15.5,9.01
LADON_FRAGMA,2/7/2021,37.76280431,21.95819404,27.83,26.95,21.18,34.61,35.42,35.42,20.14,17.37,8.9
LADON_PINIOS,17/04/2019,37.87704415,21.53505118,12.51,12.77,12.32,17.36,18.2,19.83,6.74,6.74,4.98
LADON_PINIOS,14/05/2020,37.87704415,21.53505118,21.62,18.77,15.96,28.82,29.09,29.09,13.41,9.7,7.3
LADON_PINIOS,18/04/2021,37.87704415,21.53505118,17.08,12.89,11.65,23.61,23.61,23.61,10.77,4.82,2.93
LADON_PINIOS,21/07/2019,37.87704415,21.53505118,24.82,23.55,26.29,30.03,30.03,36.58,19.01,18.57,18.57
LADON_PINIOS,3/7/2020,37.87704415,21.53505118,27.92,26.56,22.6,34.38,34.49,34.49,21.5,19.53,13.22
LADON_PINIOS,6/7/2021,37.87704415,21.53505118,25.72,27.15,24.78,30.82,37.84,37.97,19.93,19.93,15.32
LAGADIOTIKO,26/04/2018,37.69187113,21.94103221,17.28,16.15,14.17,24.3,24.76,27.44,10.94,7.03,2.77
LAGADIOTIKO,16/04/2019,37.69187113,21.94103221,9.54,10.57,10.12,13.46,16.53,18.61,5.95,5.14,2.1
LAGADIOTIKO,13/05/2020,37.69187113,21.94103221,19.39,16.1,13.97,24.79,27.57,27.57,13.36,7.04,5.35
LAGADIOTIKO,16/04/2021,37.69187113,21.94103221,9.64,9.52,9.12,15.17,17.57,19,3.48,1.03,0.46
LAGADIOTIKO,26/08/2018,37.69187113,21.94103221,22.94,24.48,24.09,27.43,31.83,32.44,19.45,17.97,16.88
LAGADIOTIKO,21/07/2019,37.69187113,21.94103221,23.22,21.65,24.43,29.1,29.1,35.74,16.56,15.96,15.96
LAGADIOTIKO,3/7/2020,37.69187113,21.94103221,27.16,25.17,20.7,33.24,33.53,33.53,20.71,16.93,10.71
LAGADIOTIKO,2/7/2021,37.69187113,21.94103221,28.92,27.97,22.2,36.28,36.91,36.91,21.82,18.57,10.81
LAPSISTA,30/05/2020,39.694556,20.835106,12.76,14.66,16.77,17.89,22.9,33.29,7.3,5.79,4.78
LAPSISTA,23/04/2021,39.694556,20.835106,8.78,8.59,8.54,14.39,15.66,17.65,3.04,0.88,-2.2
LAPSISTA,6/7/2021,39.694556,20.835106,24.09,25.64,23.02,28.67,35.79,36.65,18.43,15.73,9.45
LAPSISTA,22/02/2021,39.694556,20.835106,2.97,-0.55,4.16,8.38,9.06,14.66,-2.49,-11.88,-11.88
LEIMOS,13/04/2021,36.82163824,22.69362443,13.49,12.81,11.98,19.01,20.23,20.23,7.47,4.01,2.75
LOGGIES,2/5/2018,38.341602,21.730612,19.5,19.39,16.56,26.81,27.28,27.28,11.48,11.08,5.93
LOGGIES,18/04/2019,38.341602,21.730612,11.55,11.43,11.15,15.46,16.02,19.1,7.68,6.05,3.89
LOGGIES,17/04/2021,38.341602,21.730612,12.46,11.39,10.34,17.39,17.97,21.55,6.11,2.78,1.88
LOGGIES,27/08/2018,38.341602,21.730612,23.12,24.86,25.23,26.18,31.39,32.16,20.35,18.42,18.42
LOGGIES,9/7/2020,38.341602,21.730612,25.82,26.44,23.01,30.28,34.08,34.51,20.6,20.39,14.35
LOGGIES,10/7/2021,38.341602,21.730612,29.03,26.74,24.91,34.07,34.47,37.26,23.37,19.3,13.87
LOURO_HM,5/6/2020,39.25379186,20.8519659,16.15,14.64,17.27,21.38,21.38,32.94,10.41,7.69,7.19
LUSIOS_C,14/04/2021,37.62107102,22.04522874,10.04,8,7.26,15.29,17.09,17.9,4.02,-0.84,-2.25
LUSIOS_C,16/06/2021,37.62107102,22.04522874,14.47,16.71,17.43,18.23,22.79,30.71,11.92,11.56,7.74
LUTROS,21/05/2018,40.938347,26.046529,21.33,20.62,19.31,25.29,27.56,27.91,17.83,14.79,11.44
LUTROS,22/05/2019,40.938347,26.046529,19.6,19.29,16.57,24.04,24.59,24.59,14.52,13.63,7.93
LUTROS,13/05/2021,40.938347,26.046529,15.94,16.6,14.83,21.99,23.92,27.45,9.86,9.13,6.09
MAGOULITSA,14/04/2021,37.065207,22.444948,12.99,10.3,9.46,18.87,18.87,18.87,7.81,2.32,1.48
MAGOULITSA,26/01/2021,37.065207,22.444948,9.62,6.73,8.68,13,13,19.87,6.65,0.15,-0.21
MAKRY,22/05/2020,39.255325,22.146075,19.42,25.15,18.98,25.43,37.65,37.65,15.08,15.08,2.8
MANIKIATIS,26/05/2021,38.569752,24.125247,20.87,19.7,18.4,23.82,25.79,29.1,18.32,14.24,10.39
MANIKIATIS,11/9/2021,38.569752,24.125247,19.67,20.84,24.43,21.65,24.28,31.27,17.49,17.49,17.49
MANIKIATIS,9/3/2021,38.569752,24.125247,10.61,10.79,10.11,13.53,17.12,18.99,7.54,6.94,0.91
MARIES,22/05/2018,40.700297,24.645217,19.49,19.43,17.84,20.64,21.57,21.57,18.29,16.93,12.98
MARIES,1/8/2018,40.700297,24.645217,24.97,24.26,23.97,26.27,26.27,26.27,23.27,21.66,20.69
MARIES,23/02/2018,40.700297,24.645217,7.67,7.64,8.16,8.52,9.51,13.52,6.93,4.85,2.26
MATESI,4/3/2019,37.54070155,21.94861584,6.91,5.63,5.97,12.93,12.93,16.24,0.68,-1.22,-1.3
MAVROPOTAMO,7/7/2018,39.23174098,20.50100009,24.47,23.65,23.04,27.82,30.14,33.07,20.61,17.79,17.58
MAVROPOTAMO,5/3/2018,39.23174098,20.50100009,13.64,10.17,10.3,16.54,16.54,16.67,10.58,3.41,3.41
MAVROPOTAMO,8/2/2019,39.23174098,20.50100009,9.76,12.85,9.58,13.68,18.96,18.96,5.85,5.85,1.74
MAVROPOTAMO,24/01/2021,39.23174098,20.50100009,11.63,8.1,11.48,12.42,14.12,19.23,9.88,0.59,0.59
MAVROSLAK,27/02/2018,40.60150378,23.76106556,-0.05,5.07,6.11,0.81,9,14.43,-1.34,-1.34,-2.75
MEGA,5/5/2018,39.52941,22.011662,19.52,19.81,17.98,24.93,27.65,29.08,13.86,10.83,6.74
MEGA,9/5/2019,39.52941,22.011662,15.31,15.49,14.02,22.12,23.69,27.29,7.98,7.78,3.14
MEGA,10/5/2021,39.52941,22.011662,16.1,19.75,15.31,19.42,28.96,31.1,12.31,11.73,-0.77
MEGA,20/08/2018,39.52941,22.011662,27.06,26.51,26.39,32.81,32.85,38.13,20.62,18.41,17.48
MEGA,22/08/2019,39.52941,22.011662,26.55,25.93,27.72,32.55,32.96,37.34,21.17,18.62,18.62
MEGA,27/08/2020,39.52941,22.011662,26.09,26.86,26.49,31.35,34.01,38.19,21.95,18.83,16.77
MEGA,13/07/2021,39.52941,22.011662,28.34,28.53,27.47,33.3,35.99,39.4,22.35,21.67,12.89
MEGALO_REMA,20/05/2018,37.95478889,24.76516944,20.97,20,18.28,22.95,22.95,22.95,19.13,16.92,12.58
MEGALO_REMA,4/7/2018,37.95478889,24.76516944,24.31,23.1,22.68,25.36,25.53,25.87,23.46,20.1,19.28
MEGALO_REMA,25/02/2018,37.95478889,24.76516944,12.19,12.04,12.2,13.76,14.15,15.69,10.22,9.96,6.72
MEGANEITAS_EKV,14/04/2021,38.2591,22.062735,12,10.06,9.13,16.94,18.21,20.95,7.63,3.79,1.2
MEGANEITAS_EKV,27/01/2021,38.2591,22.062735,9.07,7.69,8.13,11.59,12.4,20.98,5.85,1.52,-3.57
MELIKI,15/05/2021,40.493953,22.405032,18.22,17.18,15.37,24.37,24.37,27.45,10.52,10.52,3.82
MELISSIA,19/04/2021,38.18174919,22.03963025,12.2,10.64,8.47,16.28,18.48,19.41,8.82,3.64,-0.6
MELISSIA,16/06/2021,38.18174919,22.03963025,15.14,17.43,17.82,18.72,23.05,29.93,11.43,11.43,9
MELISSO,4/9/2019,40.06023056,20.59191389,20.82,22.65,24.44,25.09,29.89,34.84,15.51,15.51,15.51
MESAGGI,16/05/2019,39.47701111,19.91787778,15.64,16.11,15.95,16.96,18.95,20.83,13.86,12.63,10.57
MESAGGI,9/7/2021,39.47701111,19.91787778,26.14,25.47,24,27.95,27.95,29.49,24.44,22.36,17.98
MESAPIOS,27/05/2021,38.57658539,23.63237418,21.86,20.94,19.9,27.89,29.9,31.41,16.49,13.5,10.25
MESAPIOS_UP,12/9/2021,38.573693,23.74727,21.02,19.76,23.96,24.04,24.91,35.73,18.45,16.12,16.12
MESAPIOS_UP,10/3/2021,38.573693,23.74727,10.68,10.05,8.65,13.89,17.89,17.89,8.22,4.55,-0.21
MESSINI,29/01/2021,37.03694208,22.02115082,7.98,11.7,12.49,10.92,15.9,20.69,6.34,6.34,3.44
MILIADA,27/05/2021,40.371,23.61207,22.21,19.58,17.59,26.62,28.47,28.47,16.32,11.5,8.31
MILIADA,2/9/2021,40.371,23.61207,22.22,24.29,25.97,25.6,29.97,37.89,19.57,19.57,19.57
