Site,Date,Lat,Lon,Temp1,Temp7,Temp30,MaxT1,MaxT7,MaxT30,MinT1,MinT7,MinT30
LYKOFOS,19/02/2019,41.111523,26.3034528,7.26,5.24,7.46,14.18,14.18,16.45,-0.85,-0.85,-1.14
LYKOFOS,10/2/2021,41.111523,26.3034528,13.98,12.59,7.47,16.66,17.11,17.11,11.97,7.98,-5.8
MAKRY,1/6/2019,39.255325,22.146075,21.24,21.63,18.77,27.23,29.87,30.88,14.94,13.15,7.89
MAKRY,31/08/2021,39.255325,22.146075,26.79,27.67,29.54,34.02,36.24,43.58,17.97,17.97,17.97
MAKRY,5/2/2020,39.255325,22.146075,11.35,9.58,5.68,18.42,18.42,18.42,4.77,-0.44,-4.3
MAN,28/04/2018,38.125554,21.419929,20.3,17.67,16.21,27.42,27.42,28.89,12.53,9.93,5.31
MAN,25/08/2018,38.125554,21.419929,26.22,26.74,26.8,30.98,33.12,34.54,21.41,20.1,20.1
MAN,21/07/2019,38.125554,21.419929,24.88,23.59,26.33,29.51,29.51,35.83,19.28,18.74,18.74
MATESI,19/07/2019,37.54070155,21.94861584,20.86,20.8,23.41,25.35,26.49,34.1,15.76,15.47,15.47
MAVRONER,7/3/2018,40.215563,22.562989,12.1,7.99,7.42,15.42,17.68,17.68,8.36,-3.54,-3.54
MAVROPOTAMO,27/04/2018,39.23174098,20.50100009,17.7,17.29,15.62,22.11,22.98,26.86,12.46,11.53,7.22
MAVROPOTAMO,8/4/2019,39.23174098,20.50100009,13.68,13.78,12.59,16.84,19.25,19.25,10.09,8.05,6.77
MAVROPOTAMO,7/6/2020,39.23174098,20.50100009,17.93,17.97,19.01,19.51,24.08,29.6,17.07,12.42,10.46
MAVROPOTAMO,22/04/2021,39.23174098,20.50100009,12.29,12.94,12.12,15.56,20.37,20.37,8.45,7.68,4.3
MAVROPOTAMO,28/08/2019,39.23174098,20.50100009,28.05,27.87,26.86,32.46,32.81,33.43,22.93,21.15,20.36
MAVROPOTAMO,15/07/2020,39.23174098,20.50100009,24.12,25.27,23.9,27.1,30.15,30.3,20.95,19.88,16.05
MAVROPOTAMO,25/08/2021,39.23174098,20.50100009,26.64,26.87,27.81,30.54,31.58,35.09,22.18,21.54,20.63
MAVROPOTAMO,24/01/2020,39.23174098,20.50100009,7.09,7.86,7.66,12.49,14.26,14.63,2.99,2.36,1.06
MAVROSLAK,1/3/2019,40.60150378,23.76106556,5.2,3.01,5.67,12.48,12.48,15.38,-1.91,-2.96,-2.96
MAVROSLAK,1/2/2021,40.60150378,23.76106556,8.31,5.3,5.87,13.46,13.46,16.86,1.14,-2.76,-6.89
MEGA,21/05/2020,39.52941,22.011662,23.72,25.73,18.15,31.53,36.54,36.54,17.3,15.45,1.73
MEGA,18/02/2019,39.52941,22.011662,4.58,5.28,6.63,11.08,15.07,16.02,-1.97,-1.97,-1.97
MEGA,18/02/2020,39.52941,22.011662,7.67,8.88,6.52,13.76,16.46,17.59,1.72,1.72,-3.81
MEGA,2/3/2021,39.52941,22.011662,7.94,9.31,6.56,13.85,19,20.17,3.18,0.25,-12.38
MELISSA,29/04/2018,39.559138,22.647291,19.69,21.07,16.95,24.11,28.66,28.66,13.8,12.26,5.09
MELISSA,20/02/2019,39.559138,22.647291,9.53,7.2,8.35,15.15,15.15,16.52,5.58,1.43,1.43
MELISSA,1/3/2021,39.559138,22.647291,8.44,10.73,8.88,10.74,18.96,19.1,5.68,2.47,-4.83
MELISSO,13/05/2019,40.06023056,20.59191389,12.23,10.56,10.94,16.72,19.98,24.06,7.86,2.08,1.49
MESAGGI,9/5/2018,39.47701111,19.91787778,19.3,19.44,18.29,20.3,23.1,26,16.94,16.53,12.42
MESAGGI,9/6/2020,39.47701111,19.91787778,19.82,19.3,19.42,21.81,22.5,25.43,17.75,15.2,12.4
MESAGGI,21/04/2021,39.47701111,19.91787778,12.54,13.22,12.96,14.04,16.36,17.95,10.23,10.23,7.59
MESAGGI,8/7/2020,39.47701111,19.91787778,25.65,25.55,22.75,27.6,27.91,27.91,23.82,22.62,16.39
MESAPIOS,30/05/2019,38.57658539,23.63237418,22.22,21.49,18.49,28.22,30.01,30.01,15.38,14.53,9.02
MESAPIOS,19/02/2019,38.57658539,23.63237418,9.4,7.18,8.65,13.51,13.51,17.07,5.88,4.24,3.05
MESAPIOS,3/2/2020,38.57658539,23.63237418,10.35,9.56,7.79,16.32,16.45,16.45,4.79,4.55,2.93
MESAPIOS,10/3/2021,38.57658539,23.63237418,11.25,10.57,9.1,14.69,18.45,18.45,8.67,4.76,0.45
MESAPIOS_UP,27/05/2021,38.573693,23.74727,21.24,20.14,19.19,26.95,28.66,30.73,16.07,13.12,9.88
MESAPIOS_UP,3/2/2020,38.573693,23.74727,10.04,9.16,7.39,15.85,15.85,15.85,4.81,3.69,2.87
MESOHOR,11/2/2021,41.09726759,25.36603061,11.77,11.13,6.95,15.06,15.25,15.3,7.93,4.18,-7.25
MESSINI,13/04/2021,37.03694208,22.02115082,13.46,13.27,12.8,18.13,18.95,20.65,7.83,5.72,5.41
MESSINI,2/6/2021,37.03694208,22.02115082,19.71,21.49,20.77,24.06,32.06,32.09,16.42,15.14,12.64
METSOVO,11/5/2019,39.76331667,21.18476389,9.09,7.7,7.44,12.69,14.66,19.7,5.33,0.59,-1.31
MUSELAS,26/02/2018,35.34360292,24.3189929,11,10.96,10.59,13.89,15.23,17.19,8.69,7.79,5.39
N_KIOS,20/04/2019,37.59361844,22.7448671,11.63,12.36,11.81,15.63,19.12,20.69,5.49,5.49,4.99
NEOXOR,10/5/2021,39.629496,22.025731,14.97,18.69,14.5,18.2,27.94,30.3,11.48,10.37,-0.4
NEOXOR,18/02/2020,39.629496,22.025731,7.11,7.88,5.74,13.07,15.44,16.44,1.01,1.01,-3.59
NEOXOR,2/3/2021,39.629496,22.025731,6.88,8.86,6.31,13.14,18.29,19.35,1.49,1.49,-9.32
NISELI,1/5/2018,40.584281,22.460926,19.58,20.95,17.22,23.4,28.36,28.36,15.61,13.1,4.53
NISELI,12/5/2019,40.584281,22.460926,18.96,16.17,14.96,25.56,25.56,25.56,12.36,6.22,6.22
NISELI,25/05/2020,40.584281,22.460926,18.24,20.29,18.57,21.91,29.37,33.56,15.03,12.05,7
NISELI,15/05/2021,40.584281,22.460926,19.46,18.13,16.13,25.64,25.64,28.53,11.84,11.84,3.82
NISELI,8/10/2018,40.584281,22.460926,16.63,17.66,20.52,21.52,24.41,31.42,11.75,11.75,6.7
NISELI,20/07/2019,40.584281,22.460926,23.91,22.05,26.42,28.51,28.51,37.13,18.33,16.28,16.28
NISELI,10/7/2020,40.584281,22.460926,23.77,26.06,24.48,28.04,33.57,35.07,18.38,18.38,13.12
NISELI,23/07/2021,40.584281,22.460926,25.55,26.82,27.97,31.67,33.89,38.5,18.79,18.79,17.78
NISELI,8/3/2018,40.584281,22.460926,11.6,8.87,7.03,18.4,19.37,19.37,5.6,-2.95,-2.95
NISELI,23/01/2020,40.584281,22.460926,3.18,3.44,3.24,10.43,10.7,11.67,-1.44,-1.94,-2.95
NISELI,27/02/2021,40.584281,22.460926,10.58,8.88,6.37,16.69,17.76,17.76,3.88,1.42,-11.38
OLYMPIA,21/04/2018,37.63420888,21.64196385,18.63,18.68,14.95,23.11,28.6,28.6,12.82,12.18,6.13
OLYMPIA,17/04/2019,37.63420888,21.64196385,12.62,13.11,12.67,17.29,18.52,19.69,6.68,6.68,6.08
OLYMPIA,10/3/2018,37.63420888,21.64196385,11.18,13.38,11.11,14.9,21.54,21.54,7.42,7.42,4.6
OLYMPIA,5/2/2019,37.63420888,21.64196385,14.05,11.86,9.18,17.66,18.38,18.38,11.59,6.37,0.3
OLYMPIA,26/01/2020,37.63420888,21.64196385,9.6,8.13,7.37,12.57,13.29,14.51,6.71,2.21,0.81
OLYMPIA,1/2/2021,37.63420888,21.64196385,12.66,10.42,11.06,16.94,16.94,21.35,7.47,4.75,2.4
OMOLIO_DW,30/04/2018,39.9030699,22.6376322,17.52,18.62,15.39,19.81,23.09,23.09,14.33,12.76,7.48
OMOLIO_DW,8/5/2019,39.9030699,22.6376322,12.64,14.75,12.95,15.48,19.39,19.89,10.18,10.18,5.99
OMOLIO_DW,19/05/2020,39.9030699,22.6376322,22.1,21.95,16.32,24.65,28.96,28.96,18.07,15.15,6.13
OMOLIO_DW,24/05/2021,39.9030699,22.6376322,19.37,18.92,17.25,23.7,23.95,25.03,13.31,12.95,8.9
OMOLIO_DW,7/3/2018,39.9030699,22.6376322,11.5,8.41,7.07,15.06,15.78,15.78,6.85,-0.08,-0.08
OMOLIO_DW,21/02/2019,39.9030699,22.6376322,8.98,7.2,7.53,12.82,12.82,13.38,4.57,3.17,2.29
OMOLIO_DW,21/02/2020,39.9030699,22.6376322,7.4,8.73,8.05,8.77,13.19,15.42,5.96,4.73,0.91
OMOLIO_DW,28/02/2021,39.9030699,22.6376322,11.84,9.88,8.13,15.47,15.47,15.81,7.75,3.86,-3.57
ORXO,11/5/2018,38.511566,22.957303,18.81,19.09,19.12,24.35,26.36,29.35,13.82,13.44,10.08
ORXO,20/04/2019,38.511566,22.957303,11.62,12.19,11.48,16.01,18.8,19.03,7.38,7.37,4.47
ORXO,22/05/2020,38.511566,22.957303,19.83,25.78,19.31,26.18,37.39,37.39,14.61,14.61,4.81
ORXO,13/05/2021,38.511566,22.957303,19.71,18.7,16.9,27.31,28.96,31.45,12.36,9.19,6.29
ORXO,18/07/2019,38.511566,22.957303,21.01,23.4,26.49,24.72,30.24,38.28,18.55,18.55,18.2
ORXO,8/7/2020,38.511566,22.957303,24.96,27.34,24.78,30.11,35.6,35.6,19.69,19.69,14.29
ORXO,12/7/2021,38.511566,22.957303,27.29,28.2,27.7,31.98,35.45,40.77,21.4,20.85,14.79
ORXO,4/3/2018,38.511566,22.957303,11.46,8.71,8.72,18,18,18,5.89,3.26,2.57
ORXO,26/02/2019,38.511566,22.957303,2.29,6.77,7.71,3.29,16.44,16.44,1.48,0.79,0.79
ORXO,1/2/2020,38.511566,22.957303,8,7.88,5.73,14.06,15.55,15.55,3.6,1.14,-0.15
ORXO,28/01/2021,38.511566,22.957303,4.86,8.13,8.34,7.12,14.92,20.22,1.48,0.18,-3.39
P004,30/04/2018,39.921888,22.701567,18.24,18.82,15.58,19.67,22.51,22.51,15.84,13.72,8.75
P004,8/5/2019,39.921888,22.701567,13.18,15.18,13.35,15.3,18.81,19.47,11.34,11.34,7.78
P004,19/05/2020,39.921888,22.701567,21.47,21.03,16.02,23.6,27.17,27.17,16.78,14.35,6.41
P004,24/05/2021,39.921888,22.701567,18.48,18.65,16.92,21.71,23.52,23.52,13.27,13.27,9.24
P004,7/3/2018,39.921888,22.701567,11.73,9.08,7.86,14.87,15.69,15.69,6.95,1.24,1.24
P004,21/02/2019,39.921888,22.701567,10.23,8,8.36,12.67,12.67,13.62,6.12,4.46,3.44
P004,21/02/2020,39.921888,22.701567,7.73,9.24,8.7,9.47,12.76,15.43,6.59,5.57,1.9
P004,28/02/2021,39.921888,22.701567,12.39,10.4,8.94,14.85,14.85,15.64,8.78,4.57,-1.4
P028,30/04/2018,39.891494,22.607448,17.52,18.62,15.39,19.81,23.09,23.09,14.33,12.76,7.48
P028,8/5/2019,39.891494,22.607448,12.64,14.75,12.95,15.48,19.39,19.89,10.18,10.18,5.99
P028,19/05/2020,39.891494,22.607448,22.1,21.95,16.32,24.65,28.96,28.96,18.07,15.15,6.13
P028,24/05/2021,39.891494,22.607448,19.37,18.92,17.25,23.7,23.95,25.03,13.31,12.95,8.9
P028,7/3/2018,39.891494,22.607448,11.5,8.41,7.07,15.06,15.78,15.78,6.85,-0.08,-0.08
P028,21/02/2019,39.891494,22.607448,8.98,7.2,7.53,12.82,12.82,13.38,4.57,3.17,2.29
P028,21/02/2020,39.891494,22.607448,7.4,8.73,8.05,8.77,13.19,15.42,5.96,4.73,0.91
P028,28/02/2021,39.891494,22.607448,11.84,9.88,8.13,15.47,15.47,15.81,7.75,3.86,-3.57
P061,30/04/2018,39.85137778,22.51186111,16.82,18.15,14.81,19.67,23.64,23.64,13.26,11.44,5.59
P061,23/08/2020,39.85137778,22.51186111,24.24,22.68,23.5,27.99,27.99,31.25,20.25,18.43,17.84
P061,18/07/2021,39.85137778,22.51186111,24.82,25.47,24.85,28.02,30.44,33.19,20.93,19.94,15.91
P061,7/3/2018,39.85137778,22.51186111,10.79,6.85,5.76,14.85,15.57,15.57,5.89,-5,-5
P061,28/02/2021,39.85137778,22.51186111,11.05,9.08,6.85,15.76,15.76,16.4,6.52,2.63,-5.76
P073,17/05/2018,39.8069,22.399008,21.38,19.62,19.11,26.84,27.02,28.27,16.32,12.97,9.47
P073,20/05/2020,39.8069,22.399008,21.88,24.4,18.37,25.98,36.4,36.4,17.32,16.18,6.98
P073,12/9/2018,39.8069,22.399008,24.22,24.8,25.52,28.52,31.14,32.43,18.35,18.08,18.08
P073,12/7/2020,39.8069,22.399008,25.48,24.78,25.07,30.43,30.7,33.63,20.42,18.62,14.82
P073,7/3/2018,39.8069,22.399008,13.06,8.68,7.45,18.32,19.15,19.15,7.44,-3.95,-3.95
P073,20/02/2019,39.8069,22.399008,8.55,6.41,7.61,14.39,14.39,15.47,3.53,1.25,1.08
P073,28/02/2021,39.8069,22.399008,12.59,10.25,8.15,18.85,18.85,18.85,6.76,2.41,-7.49
P088,13/09/2018,39.78782222,22.38941667,22.62,24.42,25.43,27.05,31.14,32.43,17.68,17.68,17.68
P088,12/7/2020,39.78782222,22.38941667,25.48,24.78,25.07,30.43,30.7,33.63,20.42,18.62,14.82
P088,6/3/2018,39.78782222,22.38941667,9.21,7.53,7.39,10.16,19.15,19.15,8.54,-3.95,-3.95
P088,20/02/2019,39.78782222,22.38941667,8.55,6.41,7.61,14.39,14.39,15.47,3.53,1.25,1.08
P088,28/02/2021,39.78782222,22.38941667,12.59,10.25,8.15,18.85,18.85,18.85,6.76,2.41,-7.49
P223,6/5/2018,39.591937,22.220357,19.82,19.53,17.99,23.9,27.52,28.68,16.07,12.91,8.07
P223,9/5/2019,39.591937,22.220357,15.05,15.52,14.09,21.31,23.8,27.14,9.59,7.34,5.54
P223,16/07/2021,39.591937,22.220357,30.05,28.79,28.53,36.06,37.6,39.59,24.26,21.4,13.17
P223,5/3/2018,39.591937,22.220357,12.93,6.87,7.14,18.5,18.5,18.5,7.68,-1.94,-1.94
P223,2/3/2021,39.591937,22.220357,7.24,9.5,7.18,13.83,19.03,19.81,2.57,2.57,-7.82
P263,6/5/2018,39.58204,22.11037,19.36,19.28,17.76,23.45,27.04,28.18,15.24,12.86,7.68
P263,22/08/2018,39.58204,22.11037,24.93,25.26,25.14,29.97,31.73,34.34,19.38,18.36,17.86
P263,24/08/2019,39.58204,22.11037,27.43,25.79,27.36,33.9,33.9,37.2,20.34,18.39,18.39
P263,5/3/2018,39.58204,22.11037,12.47,6.55,6.86,18.17,18.17,18.17,6.97,-1.45,-1.45
P263,18/02/2019,39.58204,22.11037,4.72,5.01,6.43,10.66,14.46,14.99,-1.01,-1.57,-1.57
P263,2/3/2021,39.58204,22.11037,7.1,9.32,6.92,13.59,18.75,19.7,2.43,2.43,-8.28
P266,6/5/2018,39.568569,22.078457,19.36,19.28,17.76,23.45,27.04,28.18,15.24,12.86,7.68
P266,9/5/2019,39.568569,22.078457,14.72,15.09,13.73,21.27,23.18,26.77,8.33,6.63,4.61
P266,24/08/2019,39.568569,22.078457,27.43,25.79,27.36,33.9,33.9,37.2,20.34,18.39,18.39
P266,18/02/2019,39.568569,22.078457,4.72,5.01,6.43,10.66,14.46,14.99,-1.01,-1.57,-1.57
P266,2/3/2021,39.568569,22.078457,7.1,9.32,6.92,13.59,18.75,19.7,2.43,2.43,-8.28
P300,5/5/2018,39.526683,21.940047,19.02,19.84,18.25,24.84,27.84,29.68,12.87,11.2,7
PAMISOS,4/5/2018,39.47621275,21.81038153,18.7,20.71,18.66,23.07,29.84,30.59,15.32,12.47,5.76
PAMISOS,10/5/2019,39.47621275,21.81038153,16.07,16.16,14.81,23.48,24.39,27.88,9.6,8.04,3.71
PAMISOS,1/9/2019,39.47621275,21.81038153,26.92,27.8,28.54,32.55,35.44,38.4,20.13,20.13,19.67
PAMISOS,9/7/2020,39.47621275,21.81038153,24.53,27.53,25.73,30.07,36,37.41,18.55,18.55,14.25
PAMISOS,12/7/2021,39.47621275,21.81038153,28.79,29.99,28.36,33.65,37.93,40.94,24.02,20.09,13.36
PAMISOS,4/3/2018,39.47621275,21.81038153,11.21,5.84,7.53,18.04,18.04,18.04,5.65,-3.76,-3.76
PAMISOS,17/02/2019,39.47621275,21.81038153,5.45,6.44,7.45,9.9,15.32,17.57,0.37,0.26,-3.16
PAMISOS,18/02/2020,39.47621275,21.81038153,7.35,9.73,7.45,13.94,15.87,17.98,0.32,0.32,-2.85
PAMISSOS,23/04/2018,37.12578056,21.99131111,17.29,18.05,15.84,23.11,25.34,27.99,11.64,11.64,6.16
PAMISSOS,13/04/2021,37.12578056,21.99131111,12.92,12.51,11.9,18.37,18.37,20,6.89,4.66,4.35
PAMISSOS,2/7/2018,37.12578056,21.99131111,24.81,21.02,23.63,30.28,30.28,33.08,19.06,17.21,17.21
PAMISSOS,4/3/2018,37.12578056,21.99131111,13.49,11.27,11.19,18.34,18.34,18.34,9.32,4.96,4.96
PAMISSOS,3/2/2019,37.12578056,21.99131111,12.3,10.95,9.12,15.45,15.45,15.45,8.57,6.98,1.02
PAMISSOS_DW_ARIS,11/4/2021,37.086519,22.00568,10.84,13.49,11.76,15.77,19.99,20,4.66,4.66,4.35
PARAPIROS,25/01/2021,38.09837117,21.67300327,9.92,6.85,9.54,13.21,13.21,22.22,5.92,-0.67,-0.92
PARK_KYKL,19/04/2019,38.89842487,21.7852023,5.86,6.18,6.18,11.31,12.42,14.83,-0.34,-0.34,-0.66
PARK_KYKL,9/5/2021,38.89842487,21.7852023,17.11,16.16,10.93,22.48,23.97,25.32,12.24,9.76,-2.85
PARK_KYKL,30/08/2018,38.89842487,21.7852023,19.08,18.38,19.14,23.24,23.71,25.52,14.71,13.55,12.91
PARK_KYKL,24/02/2021,38.89842487,21.7852023,7.02,1.54,2.99,13.03,13.03,14.87,2.93,-11.66,-13.51
PASSOS,21/05/2018,41.095104,25.559501,21.62,20.6,19.83,26.54,27.73,28.9,16.93,13.37,7.97
PASSOS,21/05/2019,41.095104,25.559501,18.8,18.67,16.37,23.57,24.92,24.92,13.77,11.83,4.04
PASSOS,16/05/2021,41.095104,25.559501,17.6,16.12,15.6,22.55,22.97,28.13,13.86,7.5,4.04
PASSOS,20/02/2019,41.095104,25.559501,7.29,4.77,7.28,14.19,14.47,15.48,-0.05,-1.66,-1.81
PASSOS,17/01/2020,41.095104,25.559501,3.02,3.43,5.07,7.08,11.32,17.01,-0.06,-2.55,-3.73
PATRA,29/04/2018,38.21451126,21.71978856,20.86,17.57,15.6,27.23,27.23,27.23,13.69,8.5,5.47
PATRA,12/5/2019,38.21451126,21.71978856,16.54,13.43,13.3,21.46,21.46,25.3,11.99,8.6,4.95
PATRA,14/05/2020,38.21451126,21.71978856,21.37,18.25,14.97,28.05,29.44,29.44,12.82,7.89,5.66
PATRA,7/2/2019,38.21451126,21.71978856,8.74,9.97,7.25,11.86,18.21,18.21,6.39,3.65,-3.4
PELOPION,5/7/2021,37.64264931,21.56727647,25.59,27.56,24.64,30.43,37.42,37.61,20.84,20.32,15.1
PELOPION,1/2/2021,37.64264931,21.56727647,12.66,10.42,11.06,16.94,16.94,21.35,7.47,4.75,2.4
PENTALOFOS_ACHEL,7/4/2019,38.4880282,21.2447262,14.25,14.32,13.04,16.71,19.84,19.84,12.63,9.02,6.78
PENTALOFOS_ACHEL,8/2/2019,38.4880282,21.2447262,10.36,13.16,10.45,13.01,18.06,18.06,8.26,8.26,4.15
PETHELINO,22/05/2018,40.942397,23.693368,21.93,22.17,21.45,25.2,28.28,29.77,17.39,14.73,10.33
PETHELINO,21/05/2019,40.942397,23.693368,21.06,19.41,16.86,26.38,27.27,27.27,14.61,12.1,5.47
PETHELINO,30/05/2021,40.942397,23.693368,20.43,22.78,20.28,26.49,31.41,31.41,13.17,13.17,10.99
PETHELINO,14/09/2020,40.942397,23.693368,27.6,27.83,27.72,33.2,33.93,36.96,21.15,20.7,18.66
PETHELINO,27/02/2019,40.942397,23.693368,4.67,4.88,6.77,11.83,16.28,17.43,-2.16,-2.16,-2.16
PETHELINO,4/2/2020,40.942397,23.693368,9.34,7.84,4.55,16.59,16.93,16.93,2.89,0.25,-2.92
PETRA,22/04/2021,39.15825515,20.78390427,10.72,11.59,10.61,15.05,20.21,20.21,6.43,4.08,1.79
PETRA,25/08/2021,39.15825515,20.78390427,26.33,26.59,28.05,32.17,33.32,38.03,20.7,20.22,19.21
PETRA,24/01/2021,39.15825515,20.78390427,9.37,5.38,9.11,10.18,12.02,18.83,7.37,-2.12,-2.12
PIN_IND,17/05/2018,39.713457,22.43364,21.97,20.36,19.87,27.85,28.16,29.36,16.78,14.25,10.67
PIN_IND,24/08/2018,39.713457,22.43364,26.1,27.19,26.53,31.05,33.13,33.13,20.28,20.28,20.28
PIN_IND,7/3/2018,39.713457,22.43364,13.51,9.52,8.08,19.41,19.82,19.82,8.24,-1.98,-1.98
PIN_IND,20/02/2019,39.713457,22.43364,9.01,6.84,8.08,15.04,15.04,16.19,4.37,2.1,1.93
PIN_IND,1/3/2021,39.713457,22.43364,8.17,10.68,8.68,10.25,19.5,19.5,5.23,2.39,-5.26
PINIOS,20/04/2018,37.81041836,21.23455319,19.38,18.71,15.31,25.42,29.78,29.78,14.24,11.14,7.17
PINIOS,12/5/2020,37.81041836,21.23455319,21.87,17.96,16.29,28.2,28.2,28.2,13,10.44,8.63
PINIOS,3/7/2018,37.81041836,21.23455319,24.32,22.01,23.66,28.82,28.82,36.02,20.19,18.21,18.21
PINIOS,20/06/2019,37.81041836,21.23455319,25.59,25.93,21.96,30.18,32.33,34.06,21.24,19.08,13.04
PINIOS,21/07/2020,37.81041836,21.23455319,24.51,24.74,25.48,28.66,29.68,33.04,20.77,19.77,18.35
PINIOS,4/6/2021,37.81041836,21.23455319,19.96,20.12,19.81,24.78,25.88,30.91,15,15,13.08
PINIOS,9/3/2018,37.81041836,21.23455319,12.93,14.35,11.83,15.05,22.12,22.12,9.75,9.27,4.52
PINIOS,5/2/2019,37.81041836,21.23455319,14.66,12.76,10.05,19.16,19.16,19.16,12.07,9.18,1.23
PIROS,28/04/2018,38.12798879,21.6243459,20.92,17.68,16.31,28.24,28.24,28.9,12.89,9.85,5.19
PIROS,11/5/2019,38.12798879,21.6243459,15.9,14.34,14.6,19.95,20.43,26.78,12.13,9.53,6.32
PIROS,16/04/2021,38.12798879,21.6243459,11.49,11.32,11.23,15.01,18.58,22.56,7.98,4.13,2.77
PIROS,7/2/2019,38.12798879,21.6243459,10.22,11.63,8.81,13.74,20.05,20.05,7.45,5.89,-1.67
PIROS,10/2/2020,38.12798879,21.6243459,6.61,7.92,8.32,12.03,14.08,14.85,2.32,0.65,-0.22
PLATANIA,3/5/2018,40.3895417,21.35130417,17.21,17.24,14.56,22.32,24.37,24.99,12.1,9.11,1.62
PLATANIA,24/02/2018,40.3895417,21.35130417,4.62,3.69,3.13,6.49,10.67,12.77,3.76,-2.2,-3.59
PLATY,22/07/2021,40.67399322,22.54061186,27.66,27.37,28.18,33.58,34.58,38.93,21.75,20.86,17.24
POLYKASTRO,18/05/2019,41.02184,22.55418,17.42,17.77,16.22,23.48,26.13,26.13,11.26,10.02,6.12
POLYKASTRO,26/02/2019,41.02184,22.55418,1.16,4.85,6.23,5.94,16.94,16.94,-3.91,-3.91,-3.91
PORTAIK,3/3/2021,39.526511,21.7122,7.48,9.76,6.71,11.6,19.71,19.71,2.3,2.3,-15.26
PROFITIS_ILIAS,11/5/2019,40.8333806,22.162725,18.35,15.35,14.49,22.94,22.94,25.39,10.02,5.29,3.83
PROFITIS_ILIAS,14/05/2021,40.8333806,22.162725,19.94,17.93,16.13,26.66,26.66,30.26,12.91,10.28,2.69
PROFITIS_ILIAS,17/09/2018,40.8333806,22.162725,23.91,23.76,25.35,30.46,30.73,33.05,16.48,15.07,15.07
PROFITIS_ILIAS,18/09/2019,40.8333806,22.162725,25.11,24.52,26.56,32.69,32.69,35.81,15.69,14.52,14.52
PROFITIS_ILIAS,2/9/2020,40.8333806,22.162725,27.96,27,25.94,34.26,36.51,36.51,21.05,17.59,16.88
PROFITIS_ILIAS,30/08/2021,40.8333806,22.162725,27.05,27.25,29.24,32.27,33.34,41.88,22.05,21.15,19.5
PROFITIS_ILIAS,23/02/2018,40.8333806,22.162725,7.04,6.21,5.72,8.47,12.79,16.11,5.47,-1.49,-3.46
PROFITIS_ILIAS,22/02/2019,40.8333806,22.162725,7.92,6.28,5.89,15.02,17.14,17.14,1.36,-2.08,-6.12
PROFITIS_ILIAS,22/01/2020,40.8333806,22.162725,-0.31,2.31,2.37,6.61,10.9,14.78,-4.37,-4.37,-4.66
PROMAXON,23/05/2018,41.313228,23.340335,19.55,19.12,18.99,22.82,24.24,26.31,16.24,12.79,9.12
PROMAXON,20/05/2019,41.313228,23.340335,18.99,16.56,14.57,23.82,23.82,23.82,14.45,10.56,3.05
PROMAXON,21/09/2018,41.313228,23.340335,21.79,22.12,23.27,26.46,28,30.72,16.38,14.88,13.93
PROMAXON,4/9/2020,41.313228,23.340335,25.75,26.4,24.55,30.82,33.55,33.55,20.44,17.84,15.65
PROMAXON,28/02/2018,41.313228,23.340335,-1.02,3.42,5.01,2.06,9.48,12.55,-3.77,-3.77,-3.77
PROMAXON,28/02/2019,41.313228,23.340335,4.83,2.89,4.82,9.55,12.15,14.71,-0.8,-4.1,-4.38
PROMAXON,4/2/2020,41.313228,23.340335,9.06,6.77,3.84,14.47,14.57,14.57,2.74,-1.55,-3.6
PROMAXON,3/2/2021,41.313228,23.340335,8.44,4.38,4.43,13.07,13.07,13.64,3.01,-3.75,-6.85
PSAR_DW,18/05/2019,41.046062,22.662448,17.82,18.07,16.44,23.74,26.18,26.18,11.63,10.43,6.75
PSAR_DW,16/05/2021,41.046062,22.662448,17.48,18.32,16.81,19.68,26.32,29.83,15.06,10.3,4.56
PSAR_DW,19/09/2018,41.046062,22.662448,23.44,24.32,26.16,28.53,31.83,34.32,20.02,17.93,17.93
PSAR_DW,18/09/2019,41.046062,22.662448,25.33,25.02,27.26,32.95,32.95,37.14,16.63,16.27,16.27
PSAR_DW,3/9/2020,41.046062,22.662448,27.22,27.93,26.59,32.83,36.62,36.62,21.07,19.01,19.01
PSAR_DW,31/08/2021,41.046062,22.662448,25.36,26.62,28.86,31.31,33.48,41.83,19.6,19.6,19.6
PSAR_DW,26/02/2019,41.046062,22.662448,1.36,5.1,6.36,6.08,16.96,16.96,-3.59,-3.59,-3.59
PSAR_DW,24/01/2020,41.046062,22.662448,2.81,2.21,3.09,9.44,9.91,11.57,-2.41,-3.56,-3.56
PSAR_UP,26/05/2021,41.07316389,22.76336667,23.67,20.61,18.94,28.65,32.67,32.67,19.72,12.11,8.22
PSAR_UP,31/08/2021,41.07316389,22.76336667,24.42,25.91,28.19,29.82,32.57,40.83,18.22,18.22,18.22
PSAR_UP,29/01/2021,41.07316389,22.76336667,1.25,5.5,5.49,5.44,13.78,15.52,-3.38,-3.38,-5.66
PSARI,13/04/2021,38.029789,21.38379,12.6,11.86,11.5,18.59,18.59,21.95,6.01,4.83,3.53
PSARI,27/01/2021,38.029789,21.38379,11.47,10.81,11.48,13.09,14.65,21.91,8.51,1.46,1.24
RAIZANH,12/2/2020,37.90862724,22.82129841,11.02,6.96,7.9,16.83,16.83,16.91,5.59,2.14,0.39
